Date,Unit,Minimum,Maximum,Average,Market
2020-03-07,Kg,40,45,42.5,Tomato
2020-03-08,Kg,30,35,32.5,Tomato
2020-03-09,Kg,25,30,27.5,Tomato
2020-03-10,Kg,25,30,27.5,Tomato
2020-03-11,Kg,25,30,27.5,Tomato
2020-03-12,Kg,25,30,27.5,Tomato
2020-03-13,Kg,30,35,32.5,Tomato
2020-03-14,Kg,30,35,32.5,Tomato
2020-03-15,Kg,35,40,37.5,Tomato
2020-03-16,Kg,35,40,37.5,Tomato
2020-03-17,Kg,35,40,37.5,Tomato
2020-03-18,Kg,35,40,37.5,Tomato
2020-03-19,Kg,35,40,37.5,Tomato
2020-03-20,Kg,35,40,37.5,Tomato
2020-03-21,Kg,35,40,37.5,Tomato
2020-03-22,Kg,50,55,52.5,Tomato
2020-03-23,Kg,55,60,57.5,Tomato
2020-03-25,Kg,50,60,55.0,Tomato
2020-03-26,Kg,75,80,77.5,Tomato
2020-03-27,Kg,65,70,67.5,Tomato
2020-03-28,Kg,65,70,67.5,Tomato
2020-03-29,Kg,75,80,77.5,Tomato
2020-03-30,Kg,80,85,82.5,Tomato
2020-03-31,Kg,55,60,57.5,Tomato
2020-04-01,Kg,45,50,47.5,Tomato
2020-04-02,Kg,45,50,47.5,Tomato
2020-04-03,Kg,35,40,37.5,Tomato
2020-04-04,Kg,35,40,37.5,Tomato
2020-04-05,Kg,35,40,37.5,Tomato
2020-04-06,Kg,35,40,37.5,Tomato
2020-04-07,Kg,45,50,47.5,Tomato
2020-04-08,Kg,45,50,47.5,Tomato
2020-04-22,Kg,20,25,22.5,Tomato
2020-04-23,Kg,15,20,17.5,Tomato
2020-04-24,Kg,20,25,22.5,Tomato
2020-04-25,Kg,20,25,22.5,Tomato
2020-04-26,Kg,20,25,22.5,Tomato
2020-04-27,Kg,20,25,22.5,Tomato
2020-04-28,Kg,20,25,22.5,Tomato
2020-04-29,Kg,20,25,22.5,Tomato
2020-04-30,Kg,20,25,22.5,Tomato
2020-05-01,Kg,20,25,22.5,Tomato
2020-05-02,Kg,20,25,22.5,Tomato
2020-05-03,Kg,25,30,27.5,Tomato
2020-05-04,Kg,25,30,27.5,Tomato
2020-05-05,Kg,25,30,27.5,Tomato
2020-05-06,Kg,30,35,32.5,Tomato
2020-05-07,Kg,25,30,27.5,Tomato
2020-05-08,Kg,25,30,27.5,Tomato
2020-05-09,Kg,25,30,27.5,Tomato
2020-05-10,Kg,30,35,32.5,Tomato
2020-05-11,Kg,35,40,37.5,Tomato
2020-05-12,Kg,35,40,37.5,Tomato
2020-05-13,Kg,35,40,37.5,Tomato
2020-05-14,Kg,35,40,37.5,Tomato
2020-05-15,Kg,30,35,32.5,Tomato
2020-05-16,Kg,30,35,32.5,Tomato
2020-05-17,Kg,45,50,47.5,Tomato
2020-05-18,Kg,40,45,42.5,Tomato
2020-05-19,Kg,25,35,30.0,Tomato
2020-05-20,Kg,30,35,32.5,Tomato
2020-05-22,Kg,20,25,22.5,Tomato
2020-05-23,Kg,15,20,17.5,Tomato
2020-05-24,Kg,15,20,17.5,Tomato
2020-05-25,Kg,15,20,17.5,Tomato
2020-05-26,Kg,15,20,17.5,Tomato
2020-05-27,Kg,15,20,17.5,Tomato
2020-05-28,Kg,20,25,22.5,Tomato
2020-05-29,Kg,20,25,22.5,Tomato
2020-05-30,Kg,15,20,17.5,Tomato
2020-05-31,Kg,10,15,12.5,Tomato
2020-06-01,Kg,15,20,17.5,Tomato
2020-06-02,Kg,10,15,12.5,Tomato
2020-06-03,Kg,15,20,17.5,Tomato
2020-06-04,Kg,15,20,17.5,Tomato
2020-06-05,Kg,25,30,27.5,Tomato
2020-06-06,Kg,35,40,37.5,Tomato
2020-06-07,Kg,25,30,27.5,Tomato
2020-06-08,Kg,30,35,32.5,Tomato
2020-06-09,Kg,25,30,27.5,Tomato
2020-06-10,Kg,25,30,27.5,Tomato
2020-06-11,Kg,25,30,27.5,Tomato
2020-06-12,Kg,25,30,27.5,Tomato
2020-06-13,Kg,20,25,22.5,Tomato
2020-06-14,Kg,25,30,27.5,Tomato
2020-06-15,Kg,25,30,27.5,Tomato
2020-06-16,Kg,25,30,27.5,Tomato
2020-06-17,Kg,20,25,22.5,Tomato
2020-06-18,Kg,22,25,23.5,Tomato
2020-06-19,Kg,15,20,17.5,Tomato
2020-06-20,Kg,15,20,17.5,Tomato
2020-06-21,Kg,15,20,17.5,Tomato
2020-06-22,Kg,15,20,17.5,Tomato
2020-06-23,Kg,15,20,17.5,Tomato
2020-06-24,Kg,15,20,17.5,Tomato
2020-06-25,Kg,15,20,17.5,Tomato
2020-06-26,Kg,25,30,27.5,Tomato
2020-06-27,Kg,25,30,27.5,Tomato
2020-06-28,Kg,25,30,27.5,Tomato
2020-06-29,Kg,20,25,22.5,Tomato
2020-06-30,Kg,20,25,22.5,Tomato
2020-07-01,Kg,15,20,17.5,Tomato
2020-07-02,Kg,10,15,12.5,Tomato
2020-07-03,Kg,10,15,12.5,Tomato
2020-07-04,Kg,10,15,12.5,Tomato
2020-07-05,Kg,15,20,17.5,Tomato
2020-07-06,Kg,15,20,17.5,Tomato
2020-07-07,Kg,15,20,17.5,Tomato
2020-07-08,Kg,15,20,17.5,Tomato
2020-07-09,Kg,12,18,15.0,Tomato
2020-07-10,Kg,12,18,15.0,Tomato
2020-07-11,Kg,10,15,12.5,Tomato
2020-07-13,Kg,10,15,12.5,Tomato
2020-07-14,Kg,10,15,12.5,Tomato
2020-07-15,Kg,10,15,12.5,Tomato
2020-07-16,Kg,10,15,12.5,Tomato
2020-07-17,Kg,12,18,15.0,Tomato
2020-07-18,Kg,13,18,15.5,Tomato
2020-07-19,Kg,12,18,15.0,Tomato
2020-07-20,Kg,12,18,15.0,Tomato
2020-07-21,Kg,15,20,17.5,Tomato
2020-07-22,Kg,15,20,17.5,Tomato
2020-07-23,Kg,15,20,17.5,Tomato
2020-07-24,Kg,18,22,20.0,Tomato
2020-07-25,Kg,25,30,27.5,Tomato
2020-07-26,Kg,28,35,31.5,Tomato
2020-07-27,Kg,35,40,37.5,Tomato
2020-07-28,Kg,40,50,45.0,Tomato
2020-07-29,Kg,40,45,42.5,Tomato
2020-07-30,Kg,45,50,47.5,Tomato
2020-07-31,Kg,45,50,47.5,Tomato
2020-08-01,Kg,40,45,42.5,Tomato
2020-08-02,Kg,40,45,42.5,Tomato
2020-08-03,Kg,45,50,47.5,Tomato
2020-08-04,Kg,40,45,42.5,Tomato
2020-08-05,Kg,40,45,42.5,Tomato
2020-08-06,Kg,40,45,42.5,Tomato
2020-08-07,Kg,35,40,37.5,Tomato
2020-08-08,Kg,35,40,37.5,Tomato
2020-08-09,Kg,34,40,37.0,Tomato
2020-08-10,Kg,30,35,32.5,Tomato
2020-08-11,Kg,28,33,30.5,Tomato
2020-08-12,Kg,25,30,27.5,Tomato
2020-08-13,Kg,25,30,27.5,Tomato
2020-08-14,Kg,25,30,27.5,Tomato
2020-08-15,Kg,25,30,27.5,Tomato
2020-08-16,Kg,25,30,27.5,Tomato
2020-08-17,Kg,35,40,37.5,Tomato
2020-08-18,Kg,45,50,47.5,Tomato
2020-08-19,Kg,55,60,57.5,Tomato
2020-08-20,Kg,65,70,67.5,Tomato
2020-08-21,Kg,60,65,62.5,Tomato
2020-08-22,Kg,60,65,62.5,Tomato
2020-08-23,Kg,60,65,62.5,Tomato
2020-08-24,Kg,50,60,55.0,Tomato
2020-08-25,Kg,50,60,55.0,Tomato
2020-08-26,Kg,40,50,45.0,Tomato
2020-08-27,Kg,50,55,52.5,Tomato
2020-08-28,Kg,75,80,77.5,Tomato
2020-08-29,Kg,75,80,77.5,Tomato
2020-08-30,Kg,70,75,72.5,Tomato
2020-08-31,Kg,65,70,67.5,Tomato
2020-09-01,Kg,45,50,47.5,Tomato
2020-09-02,Kg,50,55,52.5,Tomato
2020-09-03,Kg,50,60,55.0,Tomato
2020-09-04,Kg,50,60,55.0,Tomato
2020-09-05,Kg,50,60,55.0,Tomato
2020-09-06,Kg,50,60,55.0,Tomato
2020-09-07,Kg,45,50,47.5,Tomato
2020-09-08,Kg,45,50,47.5,Tomato
2020-09-09,Kg,40,45,42.5,Tomato
2020-09-10,Kg,40,45,42.5,Tomato
2020-09-11,Kg,40,45,42.5,Tomato
2020-09-12,Kg,50,55,52.5,Tomato
2020-09-13,Kg,50,60,55.0,Tomato
2020-09-14,Kg,70,75,72.5,Tomato
2020-09-15,Kg,75,80,77.5,Tomato
2020-09-16,Kg,75,80,77.5,Tomato
2020-09-17,Kg,90,100,95.0,Tomato
2020-09-18,Kg,95,100,97.5,Tomato
2020-09-19,Kg,80,85,82.5,Tomato
2020-09-20,Kg,85,90,87.5,Tomato
2020-09-21,Kg,80,85,82.5,Tomato
2020-09-22,Kg,80,90,85.0,Tomato
2020-09-23,Kg,80,85,82.5,Tomato
2020-09-24,Kg,80,85,82.5,Tomato
2020-09-25,Kg,85,90,87.5,Tomato
2020-09-26,Kg,75,80,77.5,Tomato
2020-09-27,Kg,65,70,67.5,Tomato
2020-09-28,Kg,75,85,80.0,Tomato
2020-09-29,Kg,90,95,92.5,Tomato
2020-09-30,Kg,70,75,72.5,Tomato
2020-10-01,Kg,60,65,62.5,Tomato
2020-10-02,Kg,45,50,47.5,Tomato
2020-10-03,Kg,45,50,47.5,Tomato
2020-10-04,Kg,45,50,47.5,Tomato
2020-10-05,Kg,35,40,37.5,Tomato
2020-10-06,Kg,35,40,37.5,Tomato
2020-10-07,Kg,35,40,37.5,Tomato
2020-10-08,Kg,35,40,37.5,Tomato
2020-10-09,Kg,40,45,42.5,Tomato
2020-10-10,Kg,40,45,42.5,Tomato
2020-10-11,Kg,45,50,47.5,Tomato
2020-10-12,Kg,65,70,67.5,Tomato
2020-10-13,Kg,75,80,77.5,Tomato
2020-10-14,Kg,60,70,65.0,Tomato
2020-10-15,Kg,55,60,57.5,Tomato
2020-10-16,Kg,65,70,67.5,Tomato
2020-10-17,Kg,60,70,65.0,Tomato
2020-10-18,Kg,60,65,62.5,Tomato
2020-10-19,Kg,55,60,57.5,Tomato
2020-10-20,Kg,60,65,62.5,Tomato
2020-10-21,Kg,70,80,75.0,Tomato
2020-10-22,Kg,75,85,80.0,Tomato
2020-10-23,Kg,70,80,75.0,Tomato
2020-10-24,Kg,75,85,80.0,Tomato
2020-10-25,Kg,100,115,107.5,Tomato
2020-10-26,Kg,90,100,95.0,Tomato
2020-10-27,Kg,70,80,75.0,Tomato
2020-10-28,Kg,60,65,62.5,Tomato
2020-10-29,Kg,45,55,50.0,Tomato
2020-10-30,Kg,45,50,47.5,Tomato
2020-10-31,Kg,50,55,52.5,Tomato
2020-11-01,Kg,55,60,57.5,Tomato
2020-11-02,Kg,45,55,50.0,Tomato
2020-11-03,Kg,42,50,46.0,Tomato
2020-11-04,Kg,55,62,58.5,Tomato
2020-11-05,Kg,50,55,52.5,Tomato
2020-11-06,Kg,42,50,46.0,Tomato
2020-11-07,Kg,40,45,42.5,Tomato
2020-11-08,Kg,35,40,37.5,Tomato
2020-11-09,Kg,38,45,41.5,Tomato
2020-11-10,Kg,35,42,38.5,Tomato
2020-11-11,Kg,40,45,42.5,Tomato
2020-11-12,Kg,42,50,46.0,Tomato
2020-11-13,Kg,40,45,42.5,Tomato
2020-11-14,Kg,35,40,37.5,Tomato
2020-11-15,Kg,35,40,37.5,Tomato
2020-11-16,Kg,40,50,45.0,Tomato
2020-11-17,Kg,45,50,47.5,Tomato
2020-11-18,Kg,50,60,55.0,Tomato
2020-11-19,Kg,50,55,52.5,Tomato
2020-11-20,Kg,40,45,42.5,Tomato
2020-11-21,Kg,35,40,37.5,Tomato
2020-11-22,Kg,30,40,35.0,Tomato
2020-11-23,Kg,40,45,42.5,Tomato
2020-11-24,Kg,40,45,42.5,Tomato
2020-11-25,Kg,40,50,45.0,Tomato
2020-11-26,Kg,40,50,45.0,Tomato
2020-11-27,Kg,45,55,50.0,Tomato
2020-11-28,Kg,45,52,48.5,Tomato
2020-11-29,Kg,35,40,37.5,Tomato
2020-11-30,Kg,40,45,42.5,Tomato
2020-12-01,Kg,45,55,50.0,Tomato
2020-12-02,Kg,48,55,51.5,Tomato
2020-12-03,Kg,50,55,52.5,Tomato
2020-12-04,Kg,45,55,50.0,Tomato
2020-12-05,Kg,45,55,50.0,Tomato
2020-12-06,Kg,45,50,47.5,Tomato
2020-12-07,Kg,45,55,50.0,Tomato
2020-12-08,Kg,45,55,50.0,Tomato
2020-12-09,Kg,50,55,52.5,Tomato
2020-12-10,Kg,55,65,60.0,Tomato
2020-12-11,Kg,45,52,48.5,Tomato
2020-12-12,Kg,50,55,52.5,Tomato
2020-12-13,Kg,40,50,45.0,Tomato
2020-12-14,Kg,35,45,40.0,Tomato
2020-12-15,Kg,35,45,40.0,Tomato
2020-12-16,Kg,35,40,37.5,Tomato
2020-12-17,Kg,30,40,35.0,Tomato
2020-12-18,Kg,30,40,35.0,Tomato
2020-12-19,Kg,40,50,45.0,Tomato
2020-12-20,Kg,40,50,45.0,Tomato
2020-12-21,Kg,35,45,40.0,Tomato
2020-12-22,Kg,40,50,45.0,Tomato
2020-12-23,Kg,35,45,40.0,Tomato
2020-12-24,Kg,45,55,50.0,Tomato
2020-12-25,Kg,40,50,45.0,Tomato
2020-12-26,Kg,45,55,50.0,Tomato
2020-12-27,Kg,45,55,50.0,Tomato
2020-12-28,Kg,50,55,52.5,Tomato
2020-12-29,Kg,45,50,47.5,Tomato
2020-12-30,Kg,45,50,47.5,Tomato
2020-12-31,Kg,40,45,42.5,Tomato
2021-01-01,Kg,40,45,42.5,Tomato
2021-01-02,Kg,30,40,35.0,Tomato
2021-01-03,Kg,35,40,37.5,Tomato
2021-01-04,Kg,30,40,35.0,Tomato
2021-01-05,Kg,30,35,32.5,Tomato
2021-01-06,Kg,35,45,40.0,Tomato
2021-01-07,Kg,30,40,35.0,Tomato
2021-01-08,Kg,25,35,30.0,Tomato
2021-01-09,Kg,15,25,20.0,Tomato
2021-01-10,Kg,10,15,12.5,Tomato
2021-01-11,Kg,12,18,15.0,Tomato
2021-01-12,Kg,15,25,20.0,Tomato
2021-01-13,Kg,15,25,20.0,Tomato
2021-01-14,Kg,15,20,17.5,Tomato
2021-01-15,Kg,15,20,17.5,Tomato
2021-01-16,Kg,20,30,25.0,Tomato
2021-01-17,Kg,15,20,17.5,Tomato
2021-01-18,Kg,15,20,17.5,Tomato
2021-01-19,Kg,12,18,15.0,Tomato
2021-01-20,Kg,12,18,15.0,Tomato
2021-01-21,Kg,10,20,15.0,Tomato
2021-01-22,Kg,10,20,15.0,Tomato
2021-01-23,Kg,10,20,15.0,Tomato
2021-01-24,Kg,15,20,17.5,Tomato
2021-01-25,Kg,14,18,16.0,Tomato
2021-01-26,Kg,18,22,20.0,Tomato
2021-01-27,Kg,20,25,22.5,Tomato
2021-01-28,Kg,20,25,22.5,Tomato
2021-01-29,Kg,12,20,16.0,Tomato
2021-01-30,Kg,15,20,17.5,Tomato
2021-01-31,Kg,15,20,17.5,Tomato
2021-02-01,Kg,15,20,17.5,Tomato
2021-02-02,Kg,12,20,16.0,Tomato
2021-02-03,Kg,15,20,17.5,Tomato
2021-02-06,Kg,15,20,17.5,Tomato
2021-02-07,Kg,15,20,17.5,Tomato
2021-02-08,Kg,15,20,17.5,Tomato
2021-02-09,Kg,12,20,16.0,Tomato
2021-02-10,Kg,15,20,17.5,Tomato
2021-02-11,Kg,15,25,20.0,Tomato
2021-02-12,Kg,12,16,14.0,Tomato
2021-02-13,Kg,12,20,16.0,Tomato
2021-02-14,Kg,15,20,17.5,Tomato
2021-02-15,Kg,15,20,17.5,Tomato
2021-02-16,Kg,15,20,17.5,Tomato
2021-02-17,Kg,15,20,17.5,Tomato
2021-02-18,Kg,15,20,17.5,Tomato
2021-02-19,Kg,10,15,12.5,Tomato
2021-02-20,Kg,8,15,11.5,Tomato
2021-02-21,Kg,8,15,11.5,Tomato
2021-02-22,Kg,10,15,12.5,Tomato
2021-02-23,Kg,10,15,12.5,Tomato
2021-02-24,Kg,15,20,17.5,Tomato
2021-02-25,Kg,15,20,17.5,Tomato
2021-02-26,Kg,15,20,17.5,Tomato
2021-02-27,Kg,15,20,17.5,Tomato
2021-02-28,Kg,15,20,17.5,Tomato
2021-03-01,Kg,8,12,10.0,Tomato
2021-03-02,Kg,10,15,12.5,Tomato
2021-03-03,Kg,10,15,12.5,Tomato
2021-03-05,Kg,12,15,13.5,Tomato
2021-03-06,Kg,15,20,17.5,Tomato
2021-03-07,Kg,15,20,17.5,Tomato
2021-03-08,Kg,10,15,12.5,Tomato
2021-03-09,Kg,10,15,12.5,Tomato
2021-03-10,Kg,20,25,22.5,Tomato
2021-03-11,Kg,20,25,22.5,Tomato
2021-03-12,Kg,20,25,22.5,Tomato
2021-03-13,Kg,15,20,17.5,Tomato
2021-03-14,Kg,20,25,22.5,Tomato
2021-03-15,Kg,25,30,27.5,Tomato
2021-03-16,Kg,25,30,27.5,Tomato
2021-03-17,Kg,15,20,17.5,Tomato
2021-03-18,Kg,15,20,17.5,Tomato
2021-03-19,Kg,25,30,27.5,Tomato
2021-03-20,Kg,20,25,22.5,Tomato
2021-03-21,Kg,20,25,22.5,Tomato
2021-03-22,Kg,40,50,45.0,Tomato
2021-03-23,Kg,40,50,45.0,Tomato
2021-03-24,Kg,40,50,45.0,Tomato
2021-03-25,Kg,30,40,35.0,Tomato
2021-03-26,Kg,30,40,35.0,Tomato
2021-03-27,Kg,40,50,45.0,Tomato
2021-03-28,Kg,40,50,45.0,Tomato
2021-03-29,Kg,45,50,47.5,Tomato
2021-03-30,Kg,45,50,47.5,Tomato
2021-03-31,Kg,45,50,47.5,Tomato
2021-04-01,Kg,30,40,35.0,Tomato
2021-04-02,Kg,30,40,35.0,Tomato
2021-04-03,Kg,35,45,40.0,Tomato
2021-04-04,Kg,45,50,47.5,Tomato
2021-04-05,Kg,30,40,35.0,Tomato
2021-04-06,Kg,30,35,32.5,Tomato
2021-04-07,Kg,30,40,35.0,Tomato
2021-04-08,Kg,30,40,35.0,Tomato
2021-04-09,Kg,30,40,35.0,Tomato
2021-04-10,Kg,30,40,35.0,Tomato
2021-04-11,Kg,25,35,30.0,Tomato
2021-04-12,Kg,25,35,30.0,Tomato
2021-04-13,Kg,20,25,22.5,Tomato
2021-04-14,Kg,20,25,22.5,Tomato
2021-04-15,Kg,15,20,17.5,Tomato
2021-04-16,Kg,15,20,17.5,Tomato
2021-04-17,Kg,12,16,14.0,Tomato
2021-04-18,Kg,15,20,17.5,Tomato
2021-04-19,Kg,10,15,12.5,Tomato
2021-04-20,Kg,10,15,12.5,Tomato
2021-04-21,Kg,15,20,17.5,Tomato
2021-04-22,Kg,10,15,12.5,Tomato
2021-04-23,Kg,14,18,16.0,Tomato
2021-04-24,Kg,10,15,12.5,Tomato
2021-04-25,Kg,15,20,17.5,Tomato
2021-04-26,Kg,10,15,12.5,Tomato
2021-04-27,Kg,10,15,12.5,Tomato
2021-04-28,Kg,15,20,17.5,Tomato
2021-04-29,Kg,30,40,35.0,Tomato
2021-04-30,Kg,20,25,22.5,Tomato
2021-05-01,Kg,20,25,22.5,Tomato
2021-05-02,Kg,25,30,27.5,Tomato
2021-05-03,Kg,15,20,17.5,Tomato
2021-05-04,Kg,10,15,12.5,Tomato
2021-05-05,Kg,10,15,12.5,Tomato
2021-05-06,Kg,10,15,12.5,Tomato
2021-05-07,Kg,15,20,17.5,Tomato
2021-05-08,Kg,10,15,12.5,Tomato
2021-05-09,Kg,10,15,12.5,Tomato
2021-05-10,Kg,10,15,12.5,Tomato
2021-05-11,Kg,10,15,12.5,Tomato
2021-05-12,Kg,30,35,32.5,Tomato
2021-05-13,Kg,35,40,37.5,Tomato
