id;satisfaction_level;last_evaluation;average_montly_hours;time_spend_company;Work_accident;left;promotion_last_5years;salary;num_project;depto
509;0,38;0,55;158;3;0;1;0;low;2;support
510;0,37;0,57;155;3;0;1;0;low;2;support
511;0,44;0,48;146;3;0;1;0;low;2;support
512;0,53;0,85;164;5;0;1;0;low;2;support
513;0,09;0,96;259;4;0;1;0;low;6;support
514;0,11;0,89;293;4;0;1;0;low;6;support
515;0,83;0,96;275;5;0;1;0;low;5;support
516;0,88;1;219;6;1;1;0;low;5;technical
517;0,1;0,89;247;4;0;1;0;low;6;technical
518;0,09;0,86;309;4;0;1;0;low;6;technical
519;0,44;0,54;151;3;0;1;0;low;2;management
520;0,39;0,51;129;3;0;1;0;low;2;IT
521;0,87;0,94;274;5;0;1;0;low;4;IT
522;0,74;0,99;233;5;0;1;0;low;4;IT
523;0,1;0,95;289;4;0;1;0;low;6;IT
524;0,74;0,82;239;6;0;1;0;low;4;IT
525;0,75;0,99;221;5;0;1;0;low;5;product_mng
526;0,41;0,56;150;3;0;1;0;low;2;product_mng
527;0,41;0,45;144;3;1;1;0;low;2;product_mng
528;0,09;0,9;289;4;0;1;0;low;6;product_mng
529;0,09;0,8;301;5;0;1;0;medium;6;IT
530;0,39;0,57;145;3;0;1;0;medium;2;accounting
531;0,4;0,56;137;3;0;1;0;medium;2;accounting
532;0,37;0,54;131;3;1;1;0;medium;2;hr
533;0,1;0,84;246;4;0;1;0;medium;6;hr
534;0,43;0,51;136;3;0;1;0;medium;2;hr
535;0,75;0,85;240;6;1;1;0;medium;5;marketing
536;0,37;0,56;156;3;0;1;0;medium;2;sales
537;0,11;0,85;305;4;0;1;0;medium;6;accounting
538;0,45;0,45;154;3;1;1;0;medium;2;support
539;0,87;1;261;5;1;1;0;medium;5;technical
540;0,11;0,94;244;4;0;1;0;medium;6;management
541;0,45;0,54;129;3;0;1;0;high;2;marketing
542;0,81;0,87;254;5;0;1;0;low;4;marketing
543;0,77;0,91;236;5;0;1;0;medium;5;marketing
544;0,89;0,92;237;5;0;1;0;medium;5;sales
545;0,43;0,49;135;3;0;1;0;medium;2;sales
546;0,78;1;236;5;0;1;0;medium;5;sales
547;0,37;0,47;149;3;0;1;0;low;2;sales
548;0,37;0,5;141;3;0;1;0;low;2;sales
549;0,85;0,82;270;5;0;1;0;low;4;sales
550;0,41;0,47;138;3;0;1;0;low;2;sales
551;0,11;0,96;298;4;0;1;0;low;6;sales
552;0,75;0,99;254;5;0;1;0;low;5;sales
553;0,82;0,85;248;5;0;1;0;low;5;sales
554;0,79;1;257;6;0;1;0;low;5;sales
555;0,43;0,53;150;3;0;1;0;low;2;sales
556;0,1;0,9;281;4;0;1;0;low;6;sales
557;0,46;0,48;141;3;1;1;0;low;2;sales
558;0,43;0,57;157;3;0;1;0;low;2;sales
559;0,43;0,55;136;3;0;1;0;low;2;sales
560;0,11;0,8;296;4;0;1;0;low;6;sales
561;0,09;0,86;279;4;0;1;0;low;6;sales
562;0,37;0,53;131;3;0;1;0;low;2;sales
563;0,4;0,57;160;3;0;1;0;low;2;accounting
564;0,1;0,77;291;4;0;1;0;low;6;accounting
565;0,41;0,53;157;3;0;1;0;low;2;accounting
566;0,79;0,58;294;4;0;1;0;low;3;hr
567;0,11;0,79;310;4;0;1;0;low;6;hr
568;0,1;0,97;282;4;0;1;0;medium;6;hr
569;0,44;0,51;134;3;0;1;0;medium;2;hr
570;0,25;0,46;214;4;0;1;0;medium;4;technical
571;0,44;0,52;137;3;0;1;0;medium;2;technical
572;0,73;1;252;5;0;1;0;medium;4;technical
573;0,75;0,97;243;6;0;1;0;medium;5;technical
574;0,36;0,47;148;3;0;1;0;medium;2;technical
575;0,37;0,49;151;3;0;1;0;medium;2;technical
576;0,39;0,49;129;3;0;1;0;medium;2;technical
577;0,48;0,78;198;2;0;1;0;medium;2;technical
578;0,57;0,72;275;6;0;1;0;medium;4;technical
579;0,9;0,96;243;5;0;1;0;medium;5;technical
580;0,39;0,55;159;3;0;1;0;high;2;technical
581;0,44;0,51;145;3;0;1;0;low;2;support
582;0,81;0,88;242;5;0;1;0;medium;5;support
583;0,74;0,87;242;5;0;1;0;medium;5;support
584;0,44;0,56;145;3;0;1;0;medium;2;support
585;0,41;0,56;154;3;0;1;1;medium;2;support
586;0,4;0,51;139;3;0;1;0;low;2;support
587;0,46;0,57;152;3;0;1;0;low;2;support
588;0,8;0,83;211;3;0;1;0;low;2;support
589;0,87;0,9;258;5;0;1;0;low;5;support
590;0,39;0,54;155;3;0;1;0;low;2;support
591;0,38;0,55;148;3;0;1;0;low;2;support
592;0,66;0,67;255;3;0;1;0;low;2;technical
593;0,1;0,8;264;4;0;1;0;low;6;technical
594;0,37;0,54;132;3;0;1;0;low;2;technical
595;0,1;0,77;255;4;0;1;0;low;6;management
596;0,09;0,87;263;4;0;1;0;low;5;IT
597;0,86;0,84;222;5;0;1;0;low;5;IT
598;0,11;0,9;263;4;0;1;0;low;6;IT
599;0,37;0,46;157;3;0;1;0;low;2;IT
600;0,11;0,92;307;4;0;1;0;low;6;IT
601;0,77;0,98;259;6;0;1;0;low;5;product_mng
602;0,84;0,94;222;6;0;1;0;low;5;product_mng
603;0,1;0,84;250;4;0;1;0;low;6;product_mng
604;0,83;0,9;245;5;0;1;0;low;5;product_mng
605;0,11;0,79;292;4;0;1;0;low;6;IT
606;0,86;0,92;252;5;0;1;0;low;5;RandD
607;0,38;0,56;161;3;0;1;0;medium;2;RandD
608;0,11;0,88;250;4;0;1;0;medium;5;RandD
609;0,45;0,49;134;3;0;1;0;medium;2;RandD
610;0,1;0,85;279;4;0;1;0;medium;6;RandD
611;0,09;0,95;256;4;0;1;0;medium;6;marketing
612;0,39;0,53;127;3;0;1;0;medium;2;sales
613;0,37;0,47;138;3;1;1;0;medium;2;accounting
614;0,81;0,97;243;5;0;1;0;medium;5;support
615;0,09;0,9;296;4;0;1;0;medium;6;technical
616;0,1;0,88;267;4;0;1;0;medium;6;management
617;0,39;0,49;144;3;0;1;0;medium;2;marketing
618;0,83;0,95;251;5;0;1;0;medium;4;marketing
619;0,45;0,57;148;3;0;1;0;high;2;marketing
620;0,43;0,51;141;3;0;1;0;low;2;sales
621;0,8;0,75;268;2;0;1;0;medium;3;sales
622;0,1;0,86;247;4;0;1;0;medium;6;sales
623;0,1;0,55;247;4;0;1;0;medium;2;sales
624;0,36;0,52;146;3;0;1;0;medium;2;sales
625;0,38;0,5;140;3;0;1;0;low;2;sales
626;0,78;0,98;263;6;0;1;0;low;5;sales
627;0,44;0,49;145;3;0;1;0;low;2;sales
628;0,41;0,46;156;3;1;1;0;low;2;sales
629;0,72;0,85;244;6;0;1;0;low;5;sales
630;0,46;0,54;144;3;0;1;0;low;2;sales
631;0,1;0,9;286;4;0;1;0;low;6;sales
632;0,34;0,67;141;2;0;1;0;low;4;sales
633;0,11;0,89;260;5;0;1;0;low;6;sales
634;0,38;0,56;154;3;0;1;0;low;2;sales
635;0,82;0,92;225;5;0;1;0;low;5;sales
636;0,39;0,57;127;3;0;1;0;low;2;sales
637;0,44;0,53;140;3;0;1;0;low;2;sales
638;0,43;0,52;147;3;0;1;0;low;2;sales
639;0,84;0,83;227;5;0;1;0;low;4;accounting
640;0,43;0,48;153;3;0;1;0;low;2;accounting
641;0,37;0,52;128;3;0;1;0;low;2;accounting
642;0,74;0,97;228;5;0;1;0;low;4;hr
643;0,73;0,97;235;5;0;1;0;low;5;hr
644;0,37;0,47;148;3;0;1;0;low;2;hr
645;0,58;0,62;238;3;0;1;0;low;4;hr
646;0,4;0,54;141;3;0;1;0;medium;2;technical
647;0,51;0,83;249;4;0;1;0;medium;5;technical
648;0,46;0,5;151;3;0;1;0;medium;2;technical
649;0,45;0,54;129;3;0;1;0;medium;2;technical
650;0,46;0,5;156;3;0;1;0;medium;2;technical
651;0,39;0,45;134;3;0;1;0;medium;2;technical
652;0,09;0,88;269;4;0;1;0;medium;6;technical
653;0,09;0,77;290;4;0;1;0;medium;6;technical
654;0,37;0,51;132;3;0;1;0;medium;2;technical
655;0,1;0,89;308;4;0;1;0;medium;6;technical
656;0,77;1;232;5;0;1;0;medium;4;technical
657;0,79;0,86;235;5;0;1;0;medium;5;support
658;0,43;0,55;130;3;0;1;0;high;2;support
659;0,38;0,53;146;3;0;1;0;low;2;support
660;0,77;0,91;221;6;0;1;0;medium;5;support
661;0,44;0,5;130;3;0;1;0;medium;2;support
662;0,39;0,46;136;3;0;1;0;medium;2;support
663;0,78;0,89;274;6;0;1;0;medium;5;support
664;0,1;0,79;256;5;0;1;0;low;6;support
665;0,1;0,77;276;4;0;1;0;low;5;support
666;0,75;0,85;267;5;0;1;0;low;5;support
667;0,46;0,62;213;3;0;1;0;low;6;support
668;0,91;0,97;274;6;0;1;0;low;4;technical
669;0,1;0,92;258;4;0;1;0;low;6;technical
670;0,72;0,6;153;5;0;1;0;low;3;technical
671;0,11;0,95;245;4;0;1;0;low;6;management
672;0,11;0,94;264;4;0;1;0;low;6;IT
673;0,46;0,57;154;3;0;1;0;low;2;IT
674;0,37;0,46;149;3;0;1;0;low;2;IT
675;0,46;0,5;157;3;0;1;0;low;2;IT
676;0,43;0,57;127;3;0;1;0;low;2;IT
677;0,11;0,82;270;4;0;1;0;low;6;product_mng
678;0,73;0,89;236;6;0;1;0;low;5;product_mng
679;0,43;0,47;158;3;0;1;0;low;2;product_mng
680;0,86;1;229;5;0;1;0;low;5;product_mng
681;0,1;0,83;269;4;0;1;0;low;6;IT
682;0,4;0,49;128;3;0;1;0;low;2;sales
683;0,11;0,87;278;4;0;1;0;low;6;sales
684;0,86;0,98;158;5;0;1;0;low;3;sales
685;0,42;1;202;3;0;1;0;medium;3;sales
686;0,79;0,84;240;5;0;1;0;medium;4;sales
687;0,1;0,96;255;4;0;1;0;medium;6;marketing
688;0,09;0,92;254;4;0;1;0;medium;6;sales
689;0,09;0,82;257;4;0;1;0;medium;6;accounting
690;0,87;1;228;5;0;1;0;medium;4;support
691;0,36;0,49;145;3;0;1;0;medium;2;technical
692;0,42;0,75;218;4;0;1;0;medium;3;management
693;0,84;0,86;268;5;0;1;0;medium;5;marketing
694;0,1;0,83;278;4;0;1;0;medium;6;marketing
695;0,78;0,71;249;5;0;1;0;medium;3;marketing
696;0,35;0,99;236;4;0;1;0;medium;3;sales
697;0,1;0,81;291;4;0;1;0;high;6;sales
698;0,11;0,8;306;4;0;1;0;low;6;sales
699;0,43;0,48;135;3;0;1;0;medium;2;sales
700;0,38;0,45;156;3;0;1;0;medium;2;sales
701;0,46;0,54;143;3;0;1;0;medium;2;sales
702;0,89;0,82;243;5;0;1;0;medium;4;sales
703;0,45;0,5;147;3;0;1;0;low;2;sales
704;0,44;0,53;159;3;0;1;0;low;2;sales
705;0,74;0,54;216;3;0;1;0;low;5;sales
706;0,45;0,54;152;3;0;1;0;low;2;sales
707;0,79;0,93;226;5;0;1;0;low;4;sales
708;0,79;0,91;271;5;0;1;0;low;5;sales
709;0,11;0,87;255;4;0;1;0;low;6;sales
710;0,42;0,48;140;3;0;1;0;low;2;sales
711;0,64;0,9;252;2;0;1;0;low;6;sales
712;0,4;0,55;159;3;0;1;0;low;2;sales
713;0,84;0,98;270;5;0;1;0;low;5;sales
714;0,73;0,92;232;5;0;1;0;low;5;sales
715;0,4;0,51;144;3;0;1;0;low;2;accounting
716;0,36;0,45;127;3;0;1;0;low;2;accounting
717;0,43;0,47;131;3;0;1;0;low;2;accounting
718;0,11;0,78;243;4;0;1;0;low;6;hr
719;0,91;1;244;6;0;1;0;low;5;hr
720;0,8;1;260;5;0;1;0;low;5;hr
721;0,42;0,49;139;3;0;1;0;low;2;hr
722;0,31;0,87;184;3;0;1;0;low;4;technical
723;0,44;0,47;130;3;0;1;0;low;2;technical
724;0,38;0,54;135;3;0;1;0;medium;2;technical
725;0,45;0,56;146;3;0;1;0;medium;2;technical
726;0,43;0,46;149;3;0;1;0;medium;2;technical
727;0,45;0,46;153;3;1;1;0;medium;2;technical
728;0,43;0,57;160;3;0;1;0;medium;2;technical
729;0,43;0,49;160;3;0;1;0;medium;2;technical
730;0,09;0,83;282;4;0;1;0;medium;6;technical
731;0,43;0,47;128;3;0;1;0;medium;2;technical
732;0,79;0,94;232;5;0;1;0;medium;4;technical
733;0,85;0,58;226;2;0;1;0;medium;3;support
734;0,38;0,45;129;3;0;1;0;medium;2;support
735;0,11;0,92;255;4;0;1;0;medium;6;support
736;0,83;0,99;258;5;0;1;0;high;5;support
737;0,81;0,91;229;5;0;1;0;low;4;support
738;0,42;0,56;143;3;0;1;0;medium;2;support
739;0,11;0,87;257;4;0;1;0;medium;6;support
740;0,11;0,85;275;4;0;1;0;medium;6;support
741;0,1;0,89;291;4;0;1;0;medium;6;support
742;0,5;0,54;153;4;0;1;0;low;5;support
743;0,44;0,49;154;3;0;1;0;low;2;support
744;0,11;0,9;301;4;0;1;0;low;6;technical
745;0,39;0,52;134;3;0;1;0;low;2;technical
746;0,11;0,78;245;4;0;1;0;low;6;technical
747;0,36;0,5;132;3;0;1;0;low;2;management
748;0,43;0,51;130;3;0;1;0;low;2;IT
749;0,4;0,5;127;3;0;1;0;low;2;IT
750;0,86;0,84;246;6;0;1;0;low;4;IT
751;0,38;0,49;145;3;0;1;0;low;2;IT
752;0,46;0,45;138;3;0;1;1;low;2;IT
753;0,37;0,57;129;3;0;1;0;low;2;product_mng
754;0,43;0,52;150;3;0;1;0;low;2;product_mng
755;0,66;0,93;253;5;0;1;0;low;5;product_mng
756;0,37;0,48;160;3;0;1;0;low;2;product_mng
757;0,77;0,92;235;5;0;1;0;low;5;IT
758;0,38;0,55;151;3;0;1;0;low;2;sales
759;0,39;0,54;127;3;0;1;0;low;2;sales
760;0,41;0,55;151;3;0;1;0;low;2;sales
761;0,1;0,9;290;4;0;1;0;low;6;sales
762;0,09;0,93;249;4;0;1;0;low;6;sales
763;0,41;0,47;131;3;0;1;0;medium;2;marketing
764;0,39;0,46;159;3;0;1;0;medium;2;sales
765;0,83;0,99;223;5;0;1;0;medium;4;accounting
766;0,09;0,87;214;2;0;1;0;medium;3;support
767;0,75;0,81;227;5;0;1;0;medium;5;technical
768;0,44;0,54;127;3;0;1;0;medium;2;management
769;0,1;0,84;293;5;0;1;0;medium;6;marketing
770;0,42;0,46;141;3;0;1;0;medium;2;marketing
771;0,1;0,83;300;4;0;1;0;medium;6;marketing
772;0,1;0,86;309;4;0;1;0;medium;6;sales
773;0,31;0,77;149;3;0;1;0;medium;4;sales
774;0,42;0,54;159;3;0;1;0;medium;2;sales
775;0,38;0,5;152;3;0;1;0;high;2;sales
776;0,39;0,57;158;3;0;1;0;low;2;sales
777;0,1;0,97;254;5;0;1;0;medium;6;sales
778;0,11;0,93;294;4;0;1;0;medium;6;sales
779;0,1;0,92;269;4;0;1;0;medium;6;sales
780;0,11;0,9;247;4;0;1;0;medium;6;sales
781;0,44;0,65;271;4;0;1;0;low;3;sales
782;0,91;0,96;232;5;0;1;0;low;4;sales
783;0,72;1;245;5;0;1;0;low;4;sales
784;0,36;0,46;132;3;0;1;0;low;2;sales
785;0,44;0,57;131;3;0;1;0;low;2;sales
786;0,85;0,99;248;5;0;1;0;low;5;sales
787;0,78;0,93;225;5;0;1;0;low;5;sales
788;0,39;0,46;156;3;0;1;0;low;2;sales
789;0,78;0,81;222;2;0;1;0;low;3;sales
790;0,1;0,92;243;4;1;1;0;low;6;sales
791;0,23;0,99;204;4;1;1;0;low;4;accounting
792;0,11;0,87;301;4;0;1;0;low;6;accounting
793;0,9;0,83;259;5;0;1;0;low;5;accounting
794;0,91;0,89;247;5;0;1;0;low;4;hr
795;0,11;0,79;295;4;0;1;0;low;6;hr
796;0,43;0,54;150;3;0;1;0;low;2;hr
797;0,45;0,49;151;3;0;1;0;low;2;hr
798;0,11;0,91;291;4;0;1;0;low;5;technical
799;0,11;0,93;253;4;1;1;0;low;6;technical
800;0,43;0,5;161;3;0;1;0;low;2;technical
801;0,91;0,97;251;6;0;1;0;low;4;technical
802;0,43;0,55;153;3;0;1;0;medium;2;technical
803;0,85;0,82;264;6;0;1;0;medium;5;technical
804;0,1;0,77;310;4;0;1;0;medium;6;technical
805;0,81;0,95;266;5;0;1;0;medium;5;technical
806;0,36;0,62;237;2;0;1;0;medium;4;technical
807;0,45;0,54;138;3;0;1;0;medium;2;technical
808;0,86;1;227;5;0;1;0;medium;5;technical
809;0,71;1;300;5;0;1;0;medium;4;support
810;0,11;0,97;310;4;0;1;0;medium;6;support
811;0,84;0,93;236;5;0;1;0;medium;5;support
812;0,09;0,97;288;4;0;1;0;medium;6;support
813;0,38;0,49;127;3;0;1;0;medium;2;support
814;0,15;0,55;139;4;0;1;0;high;6;support
815;0,1;0,92;253;4;1;1;0;low;6;support
816;0,8;0,97;218;5;1;1;0;medium;4;support
817;0,84;0,97;251;5;0;1;0;medium;5;support
818;0,11;0,87;264;4;0;1;0;medium;6;support
819;0,89;0,79;149;2;0;1;0;medium;3;support
820;0,45;0,51;138;3;0;1;0;low;2;technical
821;0,11;0,93;284;4;0;1;0;low;6;technical
822;0,74;0,93;244;5;0;1;0;low;5;technical
823;0,41;0,5;128;3;0;1;0;low;2;management
824;0,44;0,53;154;3;0;1;0;low;2;IT
825;0,37;0,56;138;3;0;1;0;low;2;IT
826;0,11;0,86;308;4;0;1;0;low;6;IT
827;0,1;0,93;269;4;0;1;0;low;6;IT
828;0,7;0,74;136;3;0;1;0;low;6;IT
829;0,59;1;160;5;0;1;0;low;2;product_mng
830;0,38;0,53;138;3;0;1;0;low;2;product_mng
831;0,72;0,95;220;5;0;1;0;low;4;product_mng
832;0,73;1;274;5;0;1;0;low;5;product_mng
833;0,39;0,48;161;3;0;1;0;low;2;IT
834;0,89;0,82;224;6;0;1;0;low;5;RandD
835;0,89;1;260;5;0;1;0;low;4;RandD
836;0,11;0,78;300;4;1;1;0;low;6;RandD
837;0,43;0,56;133;3;0;1;0;low;2;RandD
838;0,09;0,93;308;4;0;1;0;low;6;RandD
839;0,81;0,9;238;6;0;1;0;low;5;marketing
840;0,37;0,53;126;3;0;1;0;low;2;sales
841;0,36;0,56;138;3;0;1;0;medium;2;accounting
842;0,11;0,85;299;4;0;1;0;medium;6;support
843;0,1;0,85;254;4;0;1;0;medium;6;technical
844;0,66;0,47;156;2;0;1;0;medium;6;management
845;0,39;0,47;152;3;0;1;0;medium;2;marketing
846;0,44;0,51;146;3;0;1;0;medium;2;marketing
847;0,1;0,84;253;4;0;1;0;medium;6;marketing
848;0,79;0,94;227;6;0;1;0;medium;5;sales
849;0,1;0,81;301;4;1;1;0;medium;6;sales
850;0,54;0,94;294;3;0;1;0;medium;6;sales
851;0,37;0,47;151;3;0;1;0;medium;2;sales
852;0,37;0,57;128;3;0;1;0;medium;2;sales
853;0,82;0,89;217;5;0;1;0;high;5;sales
854;0,45;0,52;160;3;0;1;0;low;2;sales
855;0,79;0,9;263;5;0;1;0;medium;5;sales
856;0,42;0,56;156;3;0;1;0;medium;2;sales
857;0,1;0,85;273;4;0;1;0;medium;6;sales
858;0,11;0,78;303;4;0;1;0;medium;6;sales
859;0,74;1;253;5;0;1;0;low;4;sales
860;0,1;0,93;270;4;0;1;0;low;6;sales
861;0,79;1;218;5;0;1;0;low;4;sales
862;0,43;0,48;144;3;0;1;0;low;2;sales
863;0,41;0,47;154;3;0;1;0;low;2;sales
864;0,39;0,55;146;3;0;1;0;low;2;sales
865;0,1;0,94;260;4;0;1;0;low;6;sales
866;0,82;0,85;218;5;0;1;0;low;5;sales
867;0,41;0,46;128;3;0;1;0;low;2;accounting
868;0,42;0,56;128;3;0;1;0;low;2;accounting
869;0,74;0,88;248;6;0;1;0;low;4;accounting
870;0,38;0,57;152;3;1;1;0;low;2;hr
871;0,39;0,56;126;3;0;1;0;low;2;hr
872;0,87;0,94;260;5;0;1;0;low;4;hr
873;0,1;0,9;263;4;0;1;0;low;5;hr
874;0,78;1;220;5;0;1;0;low;5;technical
875;0,14;0,73;282;5;0;1;0;low;6;technical
876;0,11;0,94;277;5;0;1;0;low;6;technical
877;0,91;0,94;257;5;0;1;0;low;5;technical
878;0,49;0,63;265;3;0;1;0;low;6;technical
879;0,38;0,47;143;3;0;1;0;low;2;technical
880;0,82;0,97;263;5;0;1;0;medium;5;technical
881;0,38;0,88;154;4;0;1;0;medium;3;technical
882;0,89;1;253;5;0;1;0;medium;5;technical
883;0,11;0,79;294;4;0;1;0;medium;6;technical
884;0,37;0,51;128;3;0;1;0;medium;2;technical
885;0,38;0,5;153;3;0;1;0;medium;2;support
886;0,78;0,87;256;5;0;1;0;medium;5;support
887;0,41;0,51;127;3;0;1;0;medium;2;support
888;0,41;0,51;137;3;0;1;0;medium;2;support
889;0,11;0,83;295;4;0;1;0;medium;6;support
890;0,11;0,79;281;4;0;1;0;medium;6;support
891;0,43;0,57;131;3;1;1;0;medium;2;support
892;0,75;0,86;237;5;0;1;0;high;5;support
893;0,74;0,99;276;5;0;1;0;low;4;support
894;0,85;0,85;267;5;0;1;0;medium;5;support
895;0,73;0,92;266;5;0;1;0;medium;5;support
896;0,1;0,79;294;4;0;1;0;medium;6;technical
897;0,44;0,56;134;3;0;1;0;medium;2;technical
898;0,3;0,56;309;4;1;1;0;low;3;technical
899;0,11;0,77;273;4;0;1;0;low;6;management
900;0,84;0,83;238;5;0;1;0;low;5;IT
901;0,78;0,94;271;6;0;1;0;low;5;IT
902;0,43;0,53;145;3;0;1;0;low;2;IT
903;0,36;0,55;152;3;0;1;0;low;2;IT
904;0,43;0,47;128;3;0;1;0;low;2;IT
905;0,45;0,46;142;3;0;1;0;low;2;product_mng
906;0,76;0,93;238;5;0;1;0;low;5;product_mng
907;0,1;0,78;286;4;0;1;0;low;6;product_mng
908;0,09;0,86;291;4;0;1;0;low;6;product_mng
909;0,92;1;259;5;0;1;0;low;5;IT
910;0,92;0,9;248;5;0;1;0;low;5;sales
911;0,79;0,98;271;5;0;1;0;low;4;sales
912;0,43;0,51;140;3;0;1;0;low;2;sales
913;0,8;0,95;274;5;0;1;0;low;4;sales
914;0,44;0,49;127;3;1;1;0;low;2;sales
915;0,89;0,87;275;6;0;1;0;low;5;marketing
916;0,48;0,88;239;3;0;1;0;low;3;sales
917;0,11;0,82;304;4;1;1;0;low;6;accounting
918;0,38;0,55;145;3;0;1;0;low;2;support
919;0,11;0,85;259;4;0;1;0;medium;6;technical
920;0,82;0,86;264;5;0;1;0;medium;4;management
921;0,37;0,45;160;3;0;1;0;medium;2;marketing
922;0,4;0,48;138;3;0;1;0;medium;2;marketing
923;0,43;0,47;137;3;0;1;0;medium;2;marketing
924;0,44;0,5;156;3;0;1;0;medium;2;sales
925;0,42;0,56;147;3;0;1;0;medium;2;sales
926;0,11;0,8;243;4;0;1;0;medium;6;sales
927;0,78;0,87;236;5;0;1;0;medium;4;sales
928;0,46;0,86;212;4;0;1;0;medium;2;sales
929;0,77;0,91;261;6;0;1;0;medium;5;sales
930;0,83;0,82;243;5;0;1;0;medium;4;sales
931;0,32;0,58;271;5;0;1;0;high;5;sales
932;0,9;0,92;154;4;0;1;0;low;5;sales
933;0,42;0,52;151;3;0;1;0;medium;2;sales
934;0,1;0,96;254;4;1;1;0;medium;6;sales
935;0,1;0,91;285;4;0;1;0;medium;6;sales
936;0,44;0,49;130;3;0;1;0;medium;2;sales
937;0,1;0,95;301;4;0;1;0;low;6;sales
938;0,11;0,8;286;4;0;1;0;low;6;sales
939;0,1;0,89;246;4;0;1;0;low;6;sales
940;0,39;0,47;135;3;0;1;0;low;2;sales
941;0,92;0,92;245;5;0;1;0;low;4;sales
942;0,43;0,56;136;3;0;1;0;low;2;sales
943;0,11;0,89;301;4;0;1;0;low;6;accounting
944;0,81;1;235;5;0;1;0;low;5;accounting
945;0,11;0,85;272;4;0;1;0;low;6;accounting
946;0,87;1;274;5;0;1;0;low;5;hr
947;0,37;0,46;131;3;0;1;0;low;2;hr
948;0,39;0,56;135;3;0;1;0;low;2;hr
949;0,61;0,86;196;4;0;1;0;low;4;hr
950;0,11;0,95;285;4;0;1;0;low;6;technical
951;0,09;0,9;289;5;0;1;0;low;6;technical
952;0,36;0,52;157;3;0;1;0;low;2;technical
953;0,09;0,94;308;4;0;1;0;low;6;technical
954;0,41;0,71;301;5;0;1;0;low;4;technical
955;0,4;0,46;131;3;0;1;0;low;2;technical
956;0,1;0,91;262;5;1;1;0;low;6;technical
957;0,46;0,53;143;3;1;1;0;low;2;technical
958;0,39;0,57;133;3;0;1;0;medium;2;technical
959;0,41;0,5;153;3;0;1;0;medium;2;technical
960;0,1;0,94;281;4;0;1;0;medium;6;technical
961;0,39;0,51;132;3;0;1;0;medium;2;support
962;0,73;0,83;270;5;1;1;0;medium;5;support
963;0,41;0,45;150;3;0;1;0;medium;2;support
964;0,37;0,51;140;3;0;1;0;medium;2;support
965;0,38;0,5;150;3;1;1;0;medium;2;support
966;0,8;0,63;180;5;0;1;0;medium;5;support
967;0,09;0,85;281;4;0;1;0;medium;5;support
968;0,85;0,92;275;5;0;1;0;medium;4;support
969;0,42;0,54;130;3;0;1;0;medium;2;support
970;0,41;0,48;130;3;0;1;0;high;2;support
971;0,38;0,46;147;3;0;1;0;low;2;support
972;0,72;1;264;5;0;1;0;medium;5;technical
973;0,11;0,74;290;5;0;1;0;medium;6;technical
974;0,37;0,47;150;3;0;1;0;medium;2;technical
975;0,1;0,81;304;4;0;1;0;medium;6;management
976;0,36;0,54;136;3;0;1;0;low;2;IT
977;0,92;0,94;307;5;0;1;0;low;5;IT
978;0,11;0,87;303;4;0;1;0;low;5;IT
979;0,39;0,56;156;3;0;1;0;low;2;IT
980;0,11;0,95;271;4;0;1;0;low;6;IT
981;0,45;0,45;140;3;0;1;0;low;2;product_mng
982;0,44;0,55;130;3;1;1;0;low;2;product_mng
983;0,85;0,97;266;6;0;1;0;low;4;product_mng
984;0,43;0,52;139;3;0;1;0;low;2;product_mng
985;0,75;0,86;260;5;0;1;0;low;5;IT
986;0,11;0,55;137;3;1;1;0;low;2;RandD
987;0,36;0,5;158;3;0;1;0;low;2;RandD
988;0,1;0,79;249;4;0;1;0;low;6;RandD
989;0,74;0,89;259;5;0;1;0;low;5;RandD
990;0,4;0,46;144;3;0;1;0;low;2;RandD
991;0,09;0,77;244;4;0;1;0;low;6;marketing
992;0,76;0,91;219;5;0;1;0;low;4;sales
993;0,45;0,57;151;3;0;1;0;low;2;accounting
994;0,84;0,88;269;5;0;1;0;low;4;support
995;0,38;0,45;127;3;0;1;0;low;2;technical
996;0,38;0,46;144;3;0;1;0;low;2;management
997;0,38;0,54;157;3;0;1;0;medium;2;marketing
998;0,86;0,94;224;5;0;1;0;medium;5;marketing
999;0,37;0,46;155;3;0;1;0;medium;2;marketing
1000;0,37;0,5;131;3;0;1;0;medium;2;sales
1001;0,87;1;258;5;1;1;1;medium;4;sales
1002;0,11;0,85;267;4;0;1;0;medium;6;sales
1003;0,42;0,5;141;3;0;1;0;medium;2;sales
1004;0,43;0,48;160;3;0;1;0;medium;2;sales
1005;0,09;0,8;247;4;0;1;0;medium;6;sales
1006;0,54;0,56;260;3;0;1;0;medium;4;sales
1007;0,4;0,47;151;3;0;1;0;medium;2;sales
1008;0,36;0,52;137;3;1;1;0;medium;2;sales
1009;0,87;0,9;256;5;0;1;0;high;4;sales
1010;0,75;0,88;239;5;0;1;0;low;4;sales
1011;0,43;0,53;152;3;0;1;0;medium;2;sales
1012;0,43;0,47;149;3;0;1;0;medium;2;sales
1013;0,1;0,87;284;4;0;1;0;medium;6;sales
1014;0,11;0,78;248;4;0;1;0;medium;6;sales
1015;0,44;0,53;156;3;0;1;0;low;2;sales
1016;0,39;0,48;138;3;0;1;0;low;2;sales
